H0,GW170817_NGC4993,GW170817_ESO508-24,GW190425_FRB20190425A
60.0,0.009600537059871206,8.275376614089187e-05,0.023285412936859942
61.21212121212121,0.011613613845291531,0.00014338253542275903,0.02282445966050351
62.42424242424242,0.013703169018511973,0.00023694750821792878,0.022276117960183868
63.63636363636364,0.01580972504198515,0.00037507401994260717,0.02164407619637518
64.84848484848484,0.017874316554475068,0.0005697697162938761,0.020960520099971458
66.06060606060606,0.0198422408968351,0.0008339299870093855,0.020232613783338054
67.27272727272728,0.021609485426156216,0.0011810457441341505,0.01947828430582335
68.48484848484848,0.02315513283097394,0.0016230035374154065,0.018704772741458084
69.69696969696969,0.02447556327361751,0.002169605049420113,0.017925447063243373
70.9090909090909,0.025554229830749935,0.0028218578710367623,0.017142914899515027
72.12121212121212,0.026384329078158058,0.003583628354410327,0.016372631170826633
73.33333333333334,0.02696764810247966,0.0044544511891189765,0.015609681431780964
74.54545454545455,0.027312316026939256,0.005428896903879294,0.01487018169622994
75.75757575757575,0.027356751407325734,0.0064974899553497095,0.014145117487101297
76.96969696969697,0.027178107561684362,0.007647074616830439,0.013445542632226153
78.18181818181819,0.02681603690007057,0.008837725149035129,0.012773078008201698
79.3939393939394,0.026295104644133933,0.010069071342427837,0.01212164237798147
80.60606060606061,0.025640076329425082,0.011321785851285546,0.011501541633998818
81.81818181818181,0.024875075805662054,0.012576575806774895,0.010908228311566799
83.03030303030303,0.024022952738529585,0.01381431113573586,0.01034005735789012
84.24242424242425,0.023104842034647147,0.015017165449661078,0.009802318073505782
85.45454545454545,0.02213262547172683,0.016168944400506986,0.00929011849256314
86.66666666666667,0.021053963714265586,0.017206079390423852,0.00880020193544052
87.87878787878788,0.019961539998867447,0.018157080752099004,0.008338255704633661
89.0909090909091,0.018873592753999014,0.01901439327372888,0.007902763719411105
90.30303030303031,0.01780089440763008,0.019771495005157385,0.007485789964377611
91.51515151515152,0.016752196989655226,0.020424224945878335,0.007093484619406252
92.72727272727273,0.015734429050006857,0.020970600554688103,0.006724535359971251
93.93939393939394,0.014752901641313878,0.021410772133616543,0.006375269722012695
95.15151515151516,0.013811513796582988,0.021746596129136948,0.006042897618981638
96.36363636363636,0.012912950171602294,0.021972575800752927,0.005730631310361917
97.57575757575758,0.01205886604648295,0.022051702563185758,0.005437270192930732
98.7878787878788,0.011250057234264947,0.022038536278408273,0.00516000480450539
100.0,0.010476436732543894,0.021940056765917097,0.004895763837406867
101.21212121212122,0.009724627508753324,0.021763676549010555,0.0046475815720292205
102.42424242424242,0.009020555013938652,0.021517018652220374,0.004414447111751973
103.63636363636364,0.00836286006714832,0.02120783976460527,0.00419540751112949
104.84848484848484,0.007749678990086949,0.020843740070426574,0.003986496014551494
106.06060606060606,0.007178973586532554,0.020432170246375503,0.0037893738478357196
107.27272727272728,0.006648595507903399,0.01998024444813423,0.0036040965548936833
108.48484848484848,0.006156338793974984,0.019494716970964464,0.003429900114689378
109.6969696969697,0.005699982235598293,0.018981881042708613,0.0032660695696052344
110.9090909090909,0.005277322926607158,0.018398403703126412,0.00310920112278735
112.12121212121212,0.004886202333740269,0.01779012076299908,0.0029607035403331266
113.33333333333334,0.004524526062275665,0.017173349853463117,0.002820950290173331
114.54545454545455,0.004190278388535603,0.01655257670366949,0.002689375833037265
115.75757575757576,0.0038815324586090796,0.01593181043392399,0.002565452691013497
116.96969696969697,0.0035964569163757865,0.01531459641835415,0.002448509472604017
118.18181818181819,0.0033333196974361756,0.01470386636805645,0.002336046230080285
119.39393939393939,0.0030900715685192436,0.014102306844856239,0.0022300271591387546
120.60606060606061,0.0028568558670535016,0.013512088273913338,0.0021300410133105476
121.81818181818183,0.00263994319249281,0.012935039462974935,0.002035703831423227
123.03030303030303,0.0024403861519889398,0.012372649923623545,0.0019466578694292075
124.24242424242425,0.002256795402743543,0.011826082883430662,0.0018625697685798698
125.45454545454545,0.0020878842378030046,0.011296292634384548,0.0017818777038023476
126.66666666666667,0.00193246323420672,0.010783953096089142,0.0017049570661267742
127.87878787878788,0.0017894345401217547,0.010289524232102743,0.0016322473482360115
129.0909090909091,0.0016577861532279842,0.009794704969479576,0.0015634873971078899
130.3030303030303,0.001536586277226041,0.009312150307682926,0.0014984337491105028
131.5151515151515,0.001424977831323971,0.008849889271611013,0.0014368593728129367
132.72727272727275,0.0013221731035720852,0.008407697468108084,0.0013785525084107988
133.93939393939394,0.001227448677699406,0.007985234883055732,0.0013228610652943026
135.15151515151516,0.0011401405996159044,0.007582102039298802,0.001269037987181951
136.36363636363637,0.001059639790606504,0.0071978148921049406,0.0012180210348595696
137.57575757575756,0.0009853877518222305,0.006831842414555008,0.0011696426399601318
138.7878787878788,0.0009168725600526145,0.006483616032419995,0.0011237463115794644
140.0,0.0008536251120006683,0.006152531848088287,0.0010801858535540302
